order_id,buyer_id,show_id,order_date,channel,tier,qty,unit_price,fee_per_ticket,gross,tour
O000082,B00066,P01,2024-09-25,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000083,B00067,P01,2024-07-14,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000084,B00068,P01,2024-08-25,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000085,B00069,P01,2024-09-09,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000086,B00070,P01,2024-08-08,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000087,B00014,P01,2024-08-21,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000088,B00071,P01,2024-08-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000089,B00072,P01,2024-08-18,Site officiel,Normal,4,24.0,0.0,96.0,PREMIER CERCLE 2024
O000090,B00073,P01,2024-09-12,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000091,B00074,P01,2024-07-11,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000092,B00075,P01,2024-09-19,Site officiel,Normal,3,24.0,0.0,72.0,PREMIER CERCLE 2024
O000093,B00076,P01,2024-07-20,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000094,B00077,P01,2024-07-15,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000095,B00078,P01,2024-08-11,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000096,B00079,P01,2024-08-11,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000097,B00080,P01,2024-07-14,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000098,B00044,P01,2024-07-21,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000099,B00081,P01,2024-08-26,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000100,B00065,P01,2024-07-13,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000101,B00031,P01,2024-08-11,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000102,B00082,P01,2024-07-14,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000103,B00083,P01,2024-08-09,Site officiel,Normal,4,24.0,0.0,96.0,PREMIER CERCLE 2024
O000104,B00084,P01,2024-08-29,Site officiel,Normal,3,24.0,0.0,72.0,PREMIER CERCLE 2024
O000105,B00085,P01,2024-08-17,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000106,B00086,P01,2024-09-21,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000107,B00087,P01,2024-09-13,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000108,B00088,P01,2024-08-30,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000109,B00089,P01,2024-07-16,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000110,B00090,P01,2024-07-12,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000111,B00091,P01,2024-08-23,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000112,B00092,P01,2024-08-03,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000113,B00093,P01,2024-09-14,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000114,B00094,P01,2024-08-09,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000115,B00095,P01,2024-07-26,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000116,B00096,P01,2024-08-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000117,B00031,P01,2024-07-21,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000118,B00097,P01,2024-09-25,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000119,B00086,P01,2024-07-21,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000120,B00098,P01,2024-07-22,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000121,B00099,P01,2024-08-04,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000122,B00100,P01,2024-09-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000123,B00101,P01,2024-07-12,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000124,B00102,P01,2024-08-13,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000125,B00103,P01,2024-07-17,Site officiel,Normal,3,24.0,0.0,72.0,PREMIER CERCLE 2024
O000126,B00011,P01,2024-07-16,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000127,B00104,P01,2024-07-29,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000128,B00105,P01,2024-09-20,Site officiel,Normal,3,24.0,0.0,72.0,PREMIER CERCLE 2024
O000129,B00106,P01,2024-08-20,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000130,B00107,P01,2024-09-01,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000131,B00102,P01,2024-07-09,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000132,B00108,P01,2024-07-30,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000133,B00109,P01,2024-08-31,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000134,B00110,P01,2024-08-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000135,B00111,P01,2024-08-05,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000136,B00112,P01,2024-08-02,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000137,B00056,P01,2024-08-04,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000138,B00113,P01,2024-09-27,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000139,B00114,P01,2024-09-11,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000140,B00115,P01,2024-07-28,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000141,B00116,P01,2024-09-07,Site officiel,Normal,3,24.0,0.0,72.0,PREMIER CERCLE 2024
O000142,B00111,P01,2024-09-24,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000143,B00117,P01,2024-09-04,Site officiel,Normal,4,24.0,0.0,96.0,PREMIER CERCLE 2024
O000144,B00118,P01,2024-09-26,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000145,B00119,P01,2024-08-24,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000146,B00120,P01,2024-08-14,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000147,B00013,P01,2024-08-08,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000148,B00006,P01,2024-09-24,Site officiel,Normal,4,24.0,0.0,96.0,PREMIER CERCLE 2024
O000149,B00088,P01,2024-09-12,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000150,B00121,P01,2024-08-23,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000151,B00122,P01,2024-09-08,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000152,B00123,P01,2024-09-25,Site officiel,Normal,3,24.0,0.0,72.0,PREMIER CERCLE 2024
O000153,B00103,P01,2024-08-03,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000154,B00028,P01,2024-09-08,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000155,B00124,P01,2024-09-17,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000156,B00125,P01,2024-09-19,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000157,B00126,P01,2024-07-29,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000158,B00080,P01,2024-09-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000159,B00127,P01,2024-08-02,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000160,B00128,P01,2024-09-01,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000161,B00129,P01,2024-07-11,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000162,B00130,P01,2024-09-17,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000163,B00131,P01,2024-09-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000164,B00132,P01,2024-08-24,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000165,B00133,P01,2024-09-04,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000166,B00134,P01,2024-07-26,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000167,B00135,P01,2024-07-20,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000168,B00136,P01,2024-08-06,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000169,B00137,P01,2024-08-08,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000170,B00138,P01,2024-07-26,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000171,B00092,P01,2024-09-12,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000172,B00139,P01,2024-09-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000173,B00140,P01,2024-08-23,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000174,B00141,P01,2024-09-10,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000175,B00014,P01,2024-08-29,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000176,B00142,P01,2024-09-17,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000177,B00143,P01,2024-07-21,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000178,B00144,P01,2024-08-18,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000179,B00145,P01,2024-09-01,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000180,B00146,P01,2024-09-02,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000181,B00147,P01,2024-09-27,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000182,B00053,P01,2024-08-19,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000183,B00148,P01,2024-08-04,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000184,B00149,P01,2024-08-23,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000185,B00150,P01,2024-07-21,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000186,B00151,P01,2024-08-03,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000187,B00152,P01,2024-09-04,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000188,B00153,P01,2024-07-27,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000189,B00154,P01,2024-08-24,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000190,B00094,P01,2024-09-19,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000191,B00155,P01,2024-08-20,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000192,B00142,P01,2024-09-19,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000193,B00103,P01,2024-08-07,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000194,B00156,P01,2024-07-25,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000195,B00157,P01,2024-09-11,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000196,B00158,P01,2024-07-22,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000197,B00159,P01,2024-07-23,Site officiel,Normal,1,24.0,0.0,24.0,PREMIER CERCLE 2024
O000198,B00160,P01,2024-07-19,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000199,B00161,P01,2024-07-21,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000200,B00162,P01,2024-09-19,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000201,B00163,P01,2024-08-17,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000202,B00164,P01,2024-07-26,Site officiel,Normal,2,24.0,0.0,48.0,PREMIER CERCLE 2024
O000203,B00165,P01,2024-08-03,Site officiel,Normal,4,24.0,0.0,96.0,PREMIER CERCLE 2024
O000204,B00166,P02,2024-08-30,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000205,B00135,P02,2024-07-26,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000206,B00167,P02,2024-07-31,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000207,B00168,P02,2024-09-09,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000208,B00169,P02,2024-10-03,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000209,B00170,P02,2024-07-19,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000210,B00171,P02,2024-08-28,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000211,B00172,P02,2024-07-26,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000212,B00173,P02,2024-09-24,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000213,B00084,P02,2024-09-02,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000214,B00174,P02,2024-07-23,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000215,B00175,P02,2024-08-29,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000216,B00176,P02,2024-10-01,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000217,B00177,P02,2024-09-12,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000218,B00027,P02,2024-09-19,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000219,B00178,P02,2024-08-19,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000220,B00179,P02,2024-07-24,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000221,B00180,P02,2024-08-23,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000222,B00181,P02,2024-08-30,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000223,B00182,P02,2024-09-25,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000224,B00183,P02,2024-08-04,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000225,B00184,P02,2024-08-02,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000226,B00185,P02,2024-10-03,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000227,B00176,P02,2024-08-05,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000228,B00186,P02,2024-07-20,Site officiel,Normal,3,22.0,0.0,66.0,PREMIER CERCLE 2024
O000229,B00187,P02,2024-08-24,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000230,B00188,P02,2024-07-26,Site officiel,Normal,4,22.0,0.0,88.0,PREMIER CERCLE 2024
O000231,B00189,P02,2024-10-02,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000232,B00190,P02,2024-08-12,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000233,B00191,P02,2024-09-16,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000234,B00192,P02,2024-09-20,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000235,B00193,P02,2024-09-06,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000236,B00194,P02,2024-07-25,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000237,B00195,P02,2024-08-30,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000238,B00017,P02,2024-08-06,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000239,B00075,P02,2024-08-16,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000240,B00196,P02,2024-09-26,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000241,B00087,P02,2024-07-21,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000242,B00197,P02,2024-07-16,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000243,B00198,P02,2024-08-21,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000244,B00140,P02,2024-08-24,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000245,B00199,P02,2024-07-27,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000246,B00200,P02,2024-07-21,Site officiel,Normal,1,22.0,0.0,22.0,PREMIER CERCLE 2024
O000247,B00201,P02,2024-09-27,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
O000248,B00202,P02,2024-09-24,Site officiel,Normal,2,22.0,0.0,44.0,PREMIER CERCLE 2024
